RequestKey;LookupType;Query;Status;Ico;CompanyName;LegalForm;LegalFormCode;City;Address;IsActive;Candidates;Error;ResolvedUtc;Occurrences;SampleSubject;SampleFolder
farma radostna s r o;Name;Farma Radostná s.r.o.;Pending;;;;;;;;;;;3;Re: Automatická odpověď: Souhlasy VH k transakci Farma Radostná;Farma Radostná s.r.o
26007592;Ico;26007592;Pending;;;;;;;;;;;2;Fw: FALCO SOKOL  a.s.;26007592 FALCO SOKOL a.s
michalek investments s r o;Name;MICHALEK Investments s.r.o.;Pending;;;;;;;;;;;2;Dotaz - zápis z valné hromady;06173322 MICHALEK Investments s.r.o
redfood s r o;Name;Redfood s.r.o.;Pending;;;;;;;;;;;3;SC0000000061648818 - Redfood s.r.o. - čú: 038209-002;25083325 Sberbank CZ, a.s. v likvidaci
svj nebo osobne predat clenovi vyboru svj;Name;SVJ nebo osobně předat členovi výboru SVJ);Pending;;;;;;;;;;;6;FW: k nahlédnutí p. Gazdové;SVJ nebo osobně předat členovi výboru SVJ)
stavby nevoral s r o;Name;Stavby Nevoral s.r.o.;Pending;;;;;;;;;;;3;Fw: Stavby Nevoral s.r.o., IČ 09917136 - konzultace kupních smluv;09917136 Stavby Nevoral s.r.o
matex pm s r o;Name;MATEX PM s.r.o.;Pending;;;;;;;;;;;6;Odsouhlasení Plná moc sloučená, MATEX PM s.r.o., IČ: 26390906, ID žádosti: 2053617573;26390906 MATEX PM, s.r.o
develop tech s r o;Name;Develop Tech s.r.o.;Pending;;;;;;;;;;;2;Fw: Nesvadbová PBHU;26768577 Develop Tech s.r.o
i rezidence manesova s r o;Name;I REZIDENCE MÁNESOVA s.r.o.;Pending;;;;;;;;;;;3;FW: Návrh kupní smlouvy k odsouhlasení I REZIDENCE MÁNESOVA s.r.o.;06701035 JUDr. Zuzana Schneider Valentová, advokátka
kabely pruska s r o;Name;Kabely Pruška s.r.o.;Pending;;;;;;;;;;;3;Fw: Kabely Pruška s.r.o., IČ: 26477084, žádost č. 2067628258;26477084 Kabely Pruška s.r.o
09225641;Ico;09225641;Pending;;;;;;;;;;;2;Reality R s.r.o. _ případ 2049024113 _ Projektové financování koupě s následným prodejem b.j. Ostrava-Hrušov;09225641 Reality R s.r.o
reality r s r o;Name;Reality R s.r.o.;Pending;;;;;;;;;;;4;Reality R s.r.o. _ případ 2049024113 _ Projektové financování koupě s následným prodejem b.j. Ostrava-Hrušov;09225641 Reality R s.r.o
prima solar s r o;Name;PRIMA SOLAR s.r.o.;Pending;;;;;;;;;;;3;Fw: PRIMA SOLAR s.r.o. - 28358538 (0214448409) ;28358538 PRIMA SOLAR s.r.o
money alive residence s r o;Name;MONEY ALIVE RESIDENCE s.r.o.;Pending;;;;;;;;;;;3;MONEY ALIVE RESIDENCE s.r.o., IČ: 17567131 - kontrola SOBKS - projektové financování;17567131 MONEY ALIVE RESIDENCE s.r.o
spolecenstvi vlastniku karla vika 362 a 363 v jicine;Name;Společenství vlastníků Karla Vika 362 a 363 v Jičíně;Pending;;;;;;;;;;;3;Dotaz ohledně bodu čerpání - klient IĆ 06519512 -  Společenství vlastníků Karla Vika 362 a 363 v Jičíně;06519512 Společenství vlastníků Karla Vika 362 a 363 v Jičíně
svj je uvedeno v bodu 4 pism c zapisu;Name;SVJ je uvedeno v bodu 4 písm. c) Zápisu;Pending;;;;;;;;;;;4;FW: 	 Společenství pro dům Družstevní 500, Lázně Bohdaneč-Fw: odsouhlasení zápisu ze shromáždění;SVJ je uvedeno v bodu 4 písm. c) Zápisu
septembernine s r o;Name;SeptemberNine s.r.o.;Pending;;;;;;;;;;;13;RE: PBH Jan Hloušek 9005-06-12-20.26.03.387083;SeptemberNine s.r.o
dikadesign s r o;Name;DIKADESIGN s.r.o.;Pending;;;;;;;;;;;5;Fw: DIKADESIGN s.r.o., IČ: 01781600 - spěchá, děkuji! ;01781600 DIKADESIGN s.r.o
do prilohy davam smlouvu klienta agrigento s r o;Name;Do přílohy dávám smlouvu klienta AGRIGENTO s.r.o.;Pending;;;;;;;;;;;2;Dokument smlouva o zastavení pohledávek z pojistných smluv - vyplnění PŘÍLOHY: Vzor oznámení o vzniku Zástavního práva. PROSBA;29198691 AGRIGENTO s.r.o
hospitality group s r o;Name;Hospitality Group s.r.o.;Pending;;;;;;;;;;;3;Re: Paní Jana Cahová, CLUID 1997-04-09-17.10.24.554729;29383005 Hospitality Group s.r.o
hamernik s r o;Name;Hamerník s.r.o.;Pending;;;;;;;;;;;6;Re: urgentní: korporátní souhlasy - Hamerník s.r.o., IČ/: 27465829, produkt: Provozní úvěr standard, požadavek: Nový MSE úvěr. Žádost je ve stavu: Podpis.;27465829 Hamerník s.r.o
4interior tiles s r o;Name;4interior&tiles s.r.o.;Pending;;;;;;;;;;;1;RE: Upravené dokumenty od klienta k čerpání úvěru, 4interior&tiles s.r.o., IČ: 06054552, SC0000000076375857;06054552 4interior&tiles s.r.o
sberbank ingstrem s r o;Name;SBERBANK-INGSTREM s.r.o.;Pending;;;;;;;;;;;4;Re: SBERBANK-INGSTREM s.r.o.-Fw: Žádost o vyjádření k požadavku klienta;49975579 INGSTREM, s.r.o
4p stavebni s r o;Name;4P Stavební s.r.o.;Pending;;;;;;;;;;;3;RE: Kontrola smluv o zápůjčkách - Rezidence Obřanská;04893247 4P REAL s.r.o
ktz realinvest s r o;Name;KTZ Realinvest s.r.o.;Pending;;;;;;;;;;;3;Prosba o posouzení PM pro uzavření nájemních smluv - klient KTZ Realinvest s.r.o., IČ/RČ: 08374988,;08374988 KTZ Realinvest s.r.o
fondu ceskeho bydleni sicav a s;Name;Fondu Českého Bydlení SICAV a.s.;Pending;;;;;;;;;;;2;Fw:  Fondu Českého Bydlení SICAV a.s. ičo  06872778  -Právní posouzení – žádost o souhlas se zástavou účtů společností FČB ve prospěch třetí banky;06872778 Fond Českého Bydlení SICAV, a.s
svj nema v cs zadnou angazovanost je mozne na zaklade;Name;SVJ nemá v ČS žádnou angažovanost. Je možné na základě;Pending;;;;;;;;;;;1;Re: žádost o radu;05018935 SPOLEČENSTVÍ VLASTNÍKŮ JEDNOTEK MATHONOVA 28
svj pro ucel uveru ic 06797156;Name;SVJ pro účel úvěru - IČ 06797156;Pending;;;;;;;;;;;8;FW: Společenství vlastníků jednotek U Francouzů 1126 Třeboň-Fw: Posouzení Zápisu ze shromáždění SVJ pro účel úvěru - IČ 06797156;06797156 Společenství vlastníků jednotek U Francouzů 1126 Třeboň
rec service cz s r o;Name;Rec Service CZ s.r.o.;Pending;;;;;;;;;;;2;Fw: Změna vlastnické struktury u firmy Rec Service CZ s.r.o., IČO: 10878696;10878696 Rec Servis CZ s.r.o
itn invest s r o;Name;ITN Invest s.r.o.;Pending;;;;;;;;;;;4;Re: ITN Invest s.r.o. 04488555-smlouva o dílo;04488555 ITN Invest s.r.o
kancelare simkova s r o;Name;Kanceláře Šimkova s.r.o.;Pending;;;;;;;;;;;6;Fw: Kanceláře Šimkova s.r.o. IČ: 24778397;24778397 Kanceláře Šimkova s.r.o
spolecenstvi vlastniku jednotek cp 789 a 790 v jindrichove hradci ii fw zapis;Name;Společenství vlastníků jednotek čp. 789 a 790 v Jindřichově Hradci II-Fw: Zápis;Pending;;;;;;;;;;;5;Re: Společenství vlastníků jednotek čp. 789 a 790 v Jindřichově Hradci II-Fw: Zápis 789-790/II J.Hradec - IČ 28123123;28123123 Společenství vlastníků jednotek čp. 789 a 790 v Jindřichově Hradci II
hornosusska stavebni s r o;Name;Hornosušská stavební s.r.o.;Pending;;;;;;;;;;;5;RE: kontrola smluvní dokumentace;Hornosušská stavební s.r.o
mojestineni s r o;Name;mojeStínění s.r.o.;Pending;;;;;;;;;;;4;Plná moc - Úvěr na koupi pozemku pro společnost mojeStínění s.r.o., IČ 07870990;07870990 mojeStínění s.r.o
faun bk s r o;Name;FAUN BK s.r.o.;Pending;;;;;;;;;;;6;Fw: FAUN BK s.r.o.  IČ: 63249812    úvěry č. 0506606149 a 7073394153 ;63249812 FAUN BK s.r.o
haly vrato s r o;Name;Haly vráto s.r.o.;Pending;;;;;;;;;;;3;Re: Haly vráto s.r.o. - IČ 08305129 - konzultace Smlouvy o budoucí nájemní smlouvě ;08305129 Haly Vráto s.r.o
slamar services s r o;Name;SLAMAR services s.r.o.;Pending;;;;;;;;;;;13;Re: SLAMAR services s.r.o. IČO: 07451636;07451636 SLAMAR services s.r.o
rpb house s r o;Name;RPB house s.r.o.;Pending;;;;;;;;;;;4;RE: Fwd:;RPB house s.r.o
04543181;Ico;04543181;Pending;;;;;;;;;;;1;Re: dotaz/plná moc;04543181 a.s
svj zeleznicarska 3;Name;SVJ Želežničářská 3;Pending;;;;;;;;;;;3;Společenství vlastníků Železničářská 3, Č. Budějovice-Fw: Posouzení Zápisu ze shromáždění - SVJ Želežničářská 3, ČB;26071657 Společenství vlastníků Železničářská 3, Č. Budějovice
00303354;Ico;00303354;Pending;;;;;;;;;;;1;urgence požadavku ID 2066170262;00303354
termitan s r o;Name;TERMITAN s.r.o.;Pending;;;;;;;;;;;6;Fw: ID žádosti 2064988449, společnost TERMITAN s.r.o. IČ 28384385;28384385 TERMITAN s.r.o
auri fames s r o;Name;auri fames s.r.o.;Pending;;;;;;;;;;;3;Fw: auri fames s.r.o., IČ: 06575544, ID žádosti:  2053141971, smlouva o zápůjčce koncept;06575544 MODERNÍ BYTY PRAHA s.r.o
euphrasia s r o;Name;EUPHRASIA s.r.o.;Pending;;;;;;;;;;;4;Fw: Žádost o vyjádření k plánovaným změnám  EUPHRASIA s.r.o., ičo:26940345;26940345 EUPHRASIA s.r.o
elektro stech cb s r o;Name;Elektro Štěch CB s.r.o.;Pending;;;;;;;;;;;2;Elektro Štěch CB s.r.o., IČ 25188283;25188283 Elektro Štěch CB s.r.o
08725896;Ico;08725896;Pending;;;;;;;;;;;1;koncept zápisu z VH;08725896 a.s
outlet motors s r o;Name;Outlet Motors s.r.o.;Pending;;;;;;;;;;;4;Outlet Motors s.r.o. ičo: 08865078 - koupě nemovitostí;08865078 Outlet Motors s.r.o
stamex s r o;Name;STAMEX s.r.o.;Pending;;;;;;;;;;;3;Re: STAMEX s.r.o., IČ: 64084256;64084256 STAMEX spol. s r.o
medianna clinic s r o;Name;Medianna Clinic s.r.o.;Pending;;;;;;;;;;;2;Re: vystavení dokumentace pro Medianna Clinic s.r.o., IČO: 07661436;07661436 Medianna Clinic s.r.o
rezidence havrani s r o;Name;Rezidence Havraní s.r.o.;Pending;;;;;;;;;;;3;Rezidence Havraní s.r.o. IČO 08542791;08542791 Rezidence Havraní s.r.o
zdenkem koubou a spolecnosti vodovody dk s r o;Name;Zdeňkem Koubou a společností VODOVODY DK s.r.o.;Pending;;;;;;;;;;;6;Fw: Klient: Zdeněk Kouba, RČ 6809190135;Zdeňkem Koubou a společností VODOVODY DK s.r.o
svj ma od 03 2022 noveho statutarniho zastupce;Name;SVJ má od 03/2022 nového statutárního zástupce.;Pending;;;;;;;;;;;1;Fw: žádost o radu;05018935 SPOLEČENSTVÍ VLASTNÍKŮ JEDNOTEK MATHONOVA 28
montessori institute prague s r o;Name;MONTESSORI INSTITUTE PRAGUE s.r.o.;Pending;;;;;;;;;;;5;MONTESSORI INSTITUTE PRAGUE s.r.o. IČO 25434110, kontrola správnosti Rozhodnutí jediného společníka;25434110 Montessori Institute Prague s.r.o
projekt holyne s r o;Name;Projekt Holyně s.r.o.;Pending;;;;;;;;;;;4;Re: Projekt Holyně s.r.o.-Fw: Velká prosba od Martina Kopeckého z Dejvic - firma Projekt Holyně - změna právního typu společnosti;08208093 Rezidence Pod Lípou a.s
odkup casti obchodniho podilu spolecnosti agrigento s r o;Name;Odkup části obchodního podílu společnosti Agrigento s.r.o.;Pending;;;;;;;;;;;3;Fw: Odkup části obchodního podílu společnosti Agrigento s.r.o. _ŽÁDOST o konzultaci;29198691 AGRIGENTO s.r.o
retimmo dobris a s;Name;RETIMMO Dobříš a.s.;Pending;;;;;;;;;;;6;Fw: Konzultace;29277108 RETIMMO Dobříš a.s
spolecenstvi vlastniku rostovska 19 8;Name;Společenství vlastníků ROSTOVSKÁ 19/8;Pending;;;;;;;;;;;8;Re: Společenství vlastníků ROSTOVSKÁ 19/8, Praha 10 IČ: 27065707;27065707 Společenství vlastníků ROSTOVSKÁ 19-8, Praha 10
bd bo z kovsk a s r o;Name;BD Bo ž kovsk á s.r.o.;Pending;;;;;;;;;;;4;Re: BD Božkovská;23275430 BD Božkovská s.r.o
svj smenka nahrazena rucitelskym prohlasenim vzor pr;Name;SVJ směnka nahrazena ručitelským prohlášením ( vzor pr;Pending;;;;;;;;;;;2;Re: SVJ směnka nahrazena ručitelským prohlášením ( vzor pro klienta bez schválení riskem );SVJ směnka nahrazena ručitelským prohlášením ( vzor pr
ente investments s r o;Name;Ente Investments s.r.o.;Pending;;;;;;;;;;;3;Fw: Ente Investments s.r.o. ič 46883223;46883223 Ente Investments s.r.o
spolecenstvi vlastniku jednotek domu oldrichova 398;Name;Společenství vlastníků jednotek domu Oldřichova 398;Pending;;;;;;;;;;;1;Fwd: Hypotéka_dokumenty;26503654 Společenství vlastníků jednotek domu Oldřichova 398, Praha 2
svj porizeni fve a tepelneho cerpadla posouzeni ucel;Name;SVJ pořízení FVE a tepelného čerpadla - posouzení účel;Pending;;;;;;;;;;;3;SVJ pořízení FVE a tepelného čerpadla - posouzení účelu úvěru;28325630 Společenství vlastníků ČERNÁ POLE, nám. SNP 18-24
zsi s r o;Name;ZSI s.r.o.;Pending;;;;;;;;;;;5;Fw: plné moci ZSI s.r.o.;01701371 ZSI s.r.o
bohemia rent project c s r o;Name;Bohemia Rent Project C s.r.o.;Pending;;;;;;;;;;;8;Fw: Žádost o právní stanovisko - posouzení úvěru pro Bohemia Rent Project C s.r.o. - 1. část;27447901 Bohemia HOME a.s
25062425;Ico;25062425;Pending;;;;;;;;;;;1;Stanovy a.s. Zápis VH;25062425 Stanovy a.s
stanovy a s;Name;Stanovy a.s.;Pending;;;;;;;;;;;1;Stanovy a.s. Zápis VH;25062425 Stanovy a.s
sadia s r o;Name;Sadia s.r.o.;Pending;;;;;;;;;;;4;Sadia s.r.o., IČ 29202027 - úvěr ze Sberbank;29202027 Sadia s.r.o
design studio s r o;Name;Design Studio s.r.o.;Pending;;;;;;;;;;;8;Re: TYPO + Design Studio s.r.o.-Fw: Žádost o úpravu nové zástavní smlouvy a zachování kontinuity v návaznosti na existující zástavní smlouvu - klient Ing. Vladimír Borovička;45796491 TYPO + DESIGN STUDIO, s.r.o
08746923;Ico;08746923;Pending;;;;;;;;;;;2;Vimark Holdings s.r.o.-Fw: Konzultace k návrhu SOD pro projektové financování;08746923 Vimark Holdings s.r.o
urgence dokumentace stracon medical s r o;Name;Urgence dokumentace STRACON MEDICAL s.r.o.;Pending;;;;;;;;;;;2;Fw: Urgence dokumentace STRACON MEDICAL s.r.o. 11657758, ID žádosti 2071248779;11657758 Strakon medical s.r.o
svj posouzeni;Name;SVJ - posouzení;Pending;;;;;;;;;;;1;Stanovy SVJ - posouzení;72061821 Společenství pro dům v Plzni, Ledecká 1198-18 a Ledecká 1199-20
lucern drevostavby s r o;Name;LUCERN dřevostavby s.r.o.;Pending;;;;;;;;;;;2;Fw: SOD Lucern;29411874 LUCERN dřevostavby s.r.o
sidora ice s r o;Name;SIDORA ICE s.r.o.;Pending;;;;;;;;;;;2;Re: sberbank - balónové splátky;04697308 Vzdělávací středisko Hranice, s.r.o
svj ic 29250170;Name;SVJ ič 29250170;Pending;;;;;;;;;;;3;FW: Společenství vlastníků jednotek domu Hluboká 269 ve Zlíně-Fw: kontrola zápisu SVJ ič 29250170;29250170 Společenství vlastníků jednotek domu Hluboká 269 ve Zlíně
mddr fadi akike s r o;Name;MDDr. FADI AKIKE s.r.o.;Pending;;;;;;;;;;;4;RE: MDDr. FADI AKIKE s.r.o., IČ: 02992329;02992329 MDDr. Fadi Akike s.r.o
spolecenstvi vlastniku jednotek sumavska 2949 1 a 2950 3 v usti nad labem;Name;Společenství vlastníků jednotek Šumavská 2949/1 a 2950/3 v Ústí nad Labem;Pending;;;;;;;;;;;3;Společenství vlastníků jednotek Šumavská 2949/1 a 2950/3 v Ústí nad Labem, IČ 25443135;25443135 Společenství vlastníků jednotek Šumavská 2949-1 a 2950-3 v Ústí nad Labem
komparo realizace s r o;Name;KOMPARO REALIZACE s.r.o.;Pending;;;;;;;;;;;2;Automatická odpověď: KOMPARO REALIZACE s.r.o., IČ: 01400088;01400088 KOMPARO realizace staveb s.r.o
svj nerudova 780 ic 27482600;Name;SVJ Nerudova 780 IČ 27482600;Pending;;;;;;;;;;;3;Automatická odpověď: koncept zápisu  hlasování per rollam SVJ Nerudova 780 IČ 27482600;27482600 Společenství vlastníků jednotek domu č.p. 779 a 780 v Pardubicích
adp sanco s r o;Name;ADP-SANCO s.r.o.;Pending;;;;;;;;;;;1;Re: ADP-SANCO s.r.o. ;27685934 ADP - SANCO s.r.o
ip4life s r o;Name;IP4life s.r.o.;Pending;;;;;;;;;;;5;Fw: IP4life s.r.o., IČ 03404412;03404412 IP4life s.r.o
miksovsky trade s r o;Name;MIKŠOVSKÝ Trade s.r.o.;Pending;;;;;;;;;;;2;Fw: Celní bankovní záruka s platností na 2 roky, klient: MIKŠOVSKÝ Trade s.r.o., IČ 01550551;01550551 MIKŠOVSKÝ Trade, s.r.o
lacnovska s r o;Name;Lačnovská s.r.o.;Pending;;;;;;;;;;;13;Lačnovská s.r.o., IČ: 08572984;08572984 Lačnovská spol. s r.o
tilia invest s r o;Name;TILIA Invest s.r.o.;Pending;;;;;;;;;;;1;TILIA Invest s.r.o._zápis z valné hromady ;29374197 TILIA Invest s.r.o
svj 441 veseli nad luznici;Name;SVJ 441 Veselí nad Lužnicí;Pending;;;;;;;;;;;4;Společenství domu Ak. Bydžovského 441-w: Kontrola zápisu SVJ 441 Veselí nad Lužnicí, IČ 28146328;28146328 Společenství domu Ak. Bydžovského 441
duo stav s r o;Name;DUO STAV s.r.o.;Pending;;;;;;;;;;;1;Re: korporátní souhlas;06663958 HOME MONT s.r.o
manphire a s;Name;Manphire a.s.;Pending;;;;;;;;;;;3;Fw: ič 03402100 Manphire a.s.;03402100 MANPHIRE, a.s
smlouvy o uveru mezi ital est s r o;Name;Smlouvy o úvěru mezi ITAL-EST s.r.o.;Pending;;;;;;;;;;;2;revize prohlášení a smlouva o úvěru - CPS 2075216828 ;Smlouvy o úvěru mezi ITAL-EST s.r.o
spolecenstvi vlastniku zeleznicarska 3;Name;Společenství vlastníků Železničářská 3;Pending;;;;;;;;;;;5;Fw: Společenství vlastníků Železničářská 3, Č. Budějovice-Fw: Posouzení Zápisu ze shromáždění - SVJ Želežničářská 3, ČB;26071657 Společenství vlastníků Železničářská 3, Č. Budějovice
sicav a s;Name;SICAV a.s.;Pending;;;;;;;;;;;3;Fw: Konzultace ohledně možnosti financování - vlastníkem klienta je SICAV a.s.;14177111 Silverline Fund SICAV a.s
03878830;Ico;03878830;Pending;;;;;;;;;;;3;Fw: KS - SW II;03878830 a.s
zmena jednatele a vlastnika tcr s r o;Name;Změna jednatele a vlastníka TCR s.r.o.;Pending;;;;;;;;;;;4;Fw: Změna jednatele a vlastníka TCR s.r.o.;01781511 TCR s.r.o
trivel stavebni s r o;Name;Trivel Stavební s.r.o.;Pending;;;;;;;;;;;3;Fw: Trivel s.r.o;19896701 Trivel Stavební s.r.o
supervize prorekonstav s r o;Name;Supervize ProRekonStav s.r.o.;Pending;;;;;;;;;;;12;FW: Supervize ProRekonStav s.r.o. IČO 11845112, projektové financování ;11845112 ProRekonStav s.r.o
svj koupit cena za m2 je 500;Name;SVJ koupit. Cena za m2 je 500;Pending;;;;;;;;;;;1;Konzultace;26780216 Společenství vlastníků domu 252 Týnec nad Sázavou
lignomax s r o;Name;LIGNOMAX s.r.o.;Pending;;;;;;;;;;;1;LIGNOMAX s.r.o., IČ/RČ: 27412491;27412491 LIGNOMAX s.r.o
svj zeletava ic 26882884;Name;SVJ Želetava ič 26882884;Pending;;;;;;;;;;;3;Automatická odpověď: SVJ Želetava ič 26882884;26882884 Společenství vlastníků jednotek v domě čp. 293 v Želetavě
mokson lift s r o;Name;Mokson lift s.r.o.;Pending;;;;;;;;;;;4;Fw: Mokson lift s.r.o.;09872361 Mokson lift s.r.o
resort slapy s r o;Name;Resort slapy s.r.o.;Pending;;;;;;;;;;;6;Fw: Resort slapy s.r.o. 11726849 ;11726849 RESORT SLAPY s.r.o
golem finance s r o;Name;GOLEM FINANCE s.r.o.;Pending;;;;;;;;;;;2;FW: Kupní smlouva - Dao;74976991 Martin Jindra
03961770;Ico;03961770;Pending;;;;;;;;;;;3;kontrola KS - Nhu Quynh Hoang 8011-08-03-14.35.51.042252;03961770 a.s
20210701;Ico;20210701;Pending;;;;;;;;;;;6;Fw: konzultace pro RISK odd. klient: Tomáš Michalík, IČ/RČ: 7709163847;20210701 a.s
m power engine s r o;Name;M POWER ENGINE s.r.o.;Pending;;;;;;;;;;;2;Posouzení kupní smlouvy MPOWER ENGINE sr.o.;06140688 M POWER ENGINE s.r.o
anera spol s r o;Name;ANERA spol. s r.o.;Pending;;;;;;;;;;;4;ANERA spol. s r.o. - zemřelý avalista;27371468 ANERA spol. s r.o
williams s r o;Name;WILLIAMS s.r.o.;Pending;;;;;;;;;;;3;Fw: Šlikova 16 - prodej domu ;27588785 SVOBODA & WILLIAMS s.r.o
vip kuch s r o;Name;Vip-kuch s.r.o.;Pending;;;;;;;;;;;5;Fw: Vip-kuch s.r.o. (IČO 02435781);02435781 Vip-kuch s.r.o
smart maintenance s r o;Name;smart maintenance s.r.o.;Pending;;;;;;;;;;;3;FW: Rozhodnutí jediného společníka, smart maintenance s.r.o., IČ: 06904149, ú.ú. č. 0609584149;06904149 smart maintenance s.r.o
00000000;Ico;00000000;Pending;;;;;;;;;;;1;Fw: Busy Banking - generovaní popisku;00000000 XXX s.r.o
xxx s r o;Name;XXX s.r.o.;Pending;;;;;;;;;;;1;Fw: Busy Banking - generovaní popisku;00000000 XXX s.r.o
sedlaty s r o;Name;Sedlatý s.r.o.;Pending;;;;;;;;;;;2;Posouzeni Rozhodnuti jedineho akcionáře, klient Global Financial deceloplennt;24827452 Advokátní kancelář Brož, Sedlatý s.r.o
chytre stavby s r o;Name;Chytré stavby s.r.o.;Pending;;;;;;;;;;;2;FW: Budoucí kupní smlouva;26813033 ARTOS CZ, spol. s r.o
genito s r o;Name;Genito s.r.o.;Pending;;;;;;;;;;;3;Fw: Plná moc Genito;08885028 Gabostav s.r.o
mobilmont s r o;Name;Mobilmont s.r.o.;Pending;;;;;;;;;;;3;Fw: Mobilmont s.r.o.  ič 03078043;03078043 Mobilmont s.r.o
ukonceni ktk ramce hteec service s r o;Name;Ukončení KTK rámce HTEEC Service s.r.o.;Pending;;;;;;;;;;;5;Fw: Ukončení KTK rámce HTEEC Service s.r.o. IČ:29139619;29139619 HTEEC Service s.r.o
jedna se o firmu bretricon s r o;Name;Jedná se o firmu Bretricon s.r.o.;Pending;;;;;;;;;;;2;Re: Smluvní dokumentace;07881916 Bretricon s.r.o
charset s r o;Name;CHARSET s.r.o.;Pending;;;;;;;;;;;3;SBERBANK_Fw: CHARSET s.r.o. - čú: 038212-001 - SBERBANK;25083325 Sberbank CZ, a.s. v likvidaci
meskar spido s r o;Name;MESKAR SPÍDO s.r.o.;Pending;;;;;;;;;;;2;Re: Meskař Spído - kontrola smluv;27138640 MESKAR SPÍDO, s.r.o
svj aloisina vysina 446 11 liberec 27270271;Name;SVJ Aloisina Výšina 446/11 Liberec 27270271;Pending;;;;;;;;;;;3;FW: SVJ Aloisina Výšina 446/11 Liberec 27270271;27270271 Společenství vlastníků jednotek domu Aloisina výšina č.p. 446-11
spolecenstvi vlastniku merhautova 174;Name;Společenství vlastníků Merhautova 174;Pending;;;;;;;;;;;3;Re: Společenství vlastníků Merhautova 174, Brno_dotaz na účel úvěru;03775658 Společenství vlastníků Merhautova 174, Brno
spolecenstvi vlastniku jednotek jindrisska 785;Name;Společenství vlastníků jednotek Jindřišská 785;Pending;;;;;;;;;;;1;RE: Společenství vlastníků jednotek Jindřišská 785, Pardubice-Fw: SVJ Jindřišská 785, Pardubice;25988956 Společenství vlastníků jednotek Jindřišská 785, Pardubice
spolecenstvi vlastniku jednotek pro dum c p 1314;Name;Společenství vlastníků jednotek pro dům č.p. 1314;Pending;;;;;;;;;;;1;Re: dotaz k smlouvě o zástavě pohledávky na účtu Společenství vlastníků jednotek pro dům č.p. 1314, 1315 Vlašim  ;24203912 Společenství vlastníků jednotek pro dům č.p. 1314, 1315 Vlašim
khomfi restaurant s r o;Name;Khomfi restaurant s.r.o.;Pending;;;;;;;;;;;10;Fw: Khomfi restaurant s.r.o. - investiční úvěr;29151686 Khomfi restaurant s.r.o
pivovar falkenstejn s r o;Name;Pivovar Falkenštejn s.r.o.;Pending;;;;;;;;;;;4;Pivovar Falkenštejn s.r.o. 24783463 - nezávazný příslib financování pro Operační program;24783463 Pivovar Falkenštejn s.r.o
rezidence v zahradach s r o;Name;Rezidence V Zahradách s.r.o.;Pending;;;;;;;;;;;3;Rezidence V Zahradách - projektové financování - posouzení smluv;26090023 Rezidence V Zahradách s.r.o
